Customer ID,Age,City,Zip Code,Latitude,Longitude,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
0354-WYROK,70,San Francisco,94130,37.820894,-122.369725,1,Offer C,47.95,21,No,Yes,0,0,1486.45,4397.75
0356-ERHVT,54,Santa Cruz,95062,36.974575,-121.991149,1,Offer D,12.95,6,No,Yes,0,0,142.45,664.35
0356-OBMAC,80,Winchester,92596,33.657433,-117.04254,0,None,17.33,16,No,Yes,0,0,970.48,6676.78
0357-NVCRI,41,El Cajon,92021,32.832706,-116.873258,0,Offer C,12.87,,,,0,0,321.75,793.45
0361-HJRDX,38,Sherman Oaks,91403,34.147149,-118.463365,0,Offer A,,28,Yes,No,0,130,0,4669.6
0362-RAOQO,48,Norco,92860,33.925833,-117.559639,0,None,26.03,,,,0,0,1041.2,1871.45
0362-ZBZWJ,46,Thornton,95686,38.157794,-121.520223,0,None,24.66,22,Yes,Yes,0,0,887.76,3954.96
0363-QJVFX,22,Lake Hughes,93532,34.659579,-118.584212,0,Offer C,27.69,73,Yes,Yes,0,0,886.08,4318.98
0363-SVHYR,28,Paramount,90723,33.897122,-118.164432,10,Offer A,10.11,59,Yes,Yes,0,0,717.81,6981.61
0365-BZUWY,58,San Juan Capistrano,92675,33.521447,-117.602555,2,Offer D,10.11,2,Yes,Yes,0,0,171.87,1914.37
0365-GXEZS,55,Copperopolis,95228,37.943954,-120.67108,6,Offer D,31.79,19,No,Yes,0,0,572.22,2040.97
0365-TRTPY,52,Covina,91724,34.08111,-117.853935,0,None,11.73,30,No,No,0,0,434.01,3816.31
0366-NQSHS,42,Colusa,95932,39.273096,-122.050763,0,None,44.34,,,,0,0,88.68,135.03
0369-ZGOVK,56,Cypress,90630,33.818477,-118.038307,6,Offer C,12.94,24,No,Yes,0,0,362.32,2354.52
0373-AIVNJ,34,Sacramento,95814,38.584505,-121.491956,0,Offer E,,19,No,Yes,0,0,0,373
0374-AACSZ,63,Lancaster,93534,34.727529,-118.153098,0,Offer E,38.33,24,No,No,0,50,38.33,138.48
0374-FIUCA,59,Orange,92867,33.81859,-117.821288,1,None,23.46,,,,0,0,1524.9,2939.35
0374-IOEGQ,62,Gonzales,93926,36.52588,-121.396719,0,None,15.59,27,No,Yes,0,0,46.77,169.47
0375-HVGXO,31,Los Angeles,90045,33.954017,-118.402447,0,Offer E,,8,No,Yes,0,0,0,34.7
0376-OIWME,24,San Ysidro,92173,32.555828,-117.040073,3,Offer C,41.33,41,Yes,Yes,16.56,0,1487.88,4837.37
0376-YMCJC,21,Novato,94949,38.067204,-122.524004,0,None,38.69,69,Yes,Yes,4.73,0,889.87,2828.34
0377-JBKKT,21,Gilroy,95020,37.03889,-121.528955,9,Offer D,42.58,82,Yes,Yes,0,0,936.76,2208.56
0378-CJKPV,56,Oak Park,91377,34.19225,-118.776874,1,None,4.56,18,Yes,Yes,18.88,0,328.32,8275.39
0378-NHQXU,31,South San Francisco,94080,37.654436,-122.426468,7,None,17.91,9,No,Yes,0,0,304.47,1765.12
0378-TOVMS,20,Vernalis,95385,37.609095,-121.263381,0,None,10.6,73,Yes,Yes,0,0,31.8,304
0378-XSZPU,31,San Jose,95117,37.311088,-121.961786,1,Offer B,17.22,21,No,Yes,0,0,998.76,4562.56
0379-DJQHR,60,Sunnyvale,94089,37.421633,-122.009613,1,None,45.25,18,Yes,Yes,0,0,3031.75,8430.35
0380-NEAVX,72,Newport Beach,92660,33.634626,-117.874882,0,None,35,12,No,Yes,0,0,1190,4533.15
0380-ZCSBI,56,San Francisco,94133,37.802071,-122.411004,0,None,4.42,,,,0,0,44.2,242.9
0383-CLDDA,42,Stanford,94305,37.424342,-122.165641,0,Offer A,18.47,28,Yes,Yes,0,0,1274.43,7171.83
0384-LPITE,38,Los Angeles,90041,34.137412,-118.207607,0,None,,19,Yes,Yes,0,0,0,2511.55
0384-RVBPI,64,Turlock,95380,37.474396,-120.875917,0,Offer D,12.6,29,Yes,Yes,0,0,252,1650.6
0386-CWRGM,61,Beverly Hills,90210,34.099891,-118.414338,9,None,47.5,,,,0,0,2185,3152.85
0388-EOPEX,28,Riverside,92503,33.890046,-117.455583,1,None,9.79,41,No,Yes,0,0,19.58,158.98
0390-DCFDQ,76,Los Alamitos,90720,33.79499,-118.065591,1,Offer E,15.28,30,No,Yes,0,0,15.28,85.73
0392-BZIUW,44,Fresno,93710,36.822715,-119.761826,7,None,6.58,7,Yes,Yes,0,0,473.76,8063.56
0394-YONDK,28,Escondido,92025,33.081478,-117.033814,0,None,1.22,,,,0,0,85.4,1875.55
0396-HUJBP,34,Gardena,90247,33.890853,-118.297967,0,None,49.91,,,,0,0,99.82,144.22
0396-UKGAI,25,Encinitas,92024,33.054579,-117.25665,0,Offer D,1.58,47,Yes,Yes,0,0,36.34,1320.54
0396-YCHWO,58,Sacramento,95829,38.486502,-121.334051,4,Offer C,40.58,12,Yes,Yes,0,0,1460.88,4935.08
0397-GZBBC,70,South Dos Palos,93665,36.959731,-120.653519,0,None,10.78,15,No,Yes,8.13,0,636.02,6202.64
0397-ZXWQF,24,Orick,95555,41.336354,-124.044354,0,Offer A,47.31,,,,0,0,3169.77,4600.72
0401-WDBXM,22,San Jose,95118,37.255479,-121.889838,4,None,8.33,59,Yes,No,0,10,599.76,8152.01
0402-CQAJN,22,El Monte,91732,34.074492,-118.01462,0,None,24.04,59,Yes,Yes,0,0,889.48,4434.83
0402-OAMEN,36,Spreckels,93962,36.624641,-121.647195,4,Offer A,20.56,,,,0,0,1480.32,3189.42
0404-AHASP,23,Beverly Hills,90212,34.062095,-118.401508,10,Offer A,27.97,,,,0,0,2013.84,3435.74
0404-SWRVG,21,La Habra,90631,33.940619,-117.9513,0,Offer E,14.6,71,Yes,Yes,8.74,0,43.8,264.61
0406-BPDVR,75,Visalia,93277,36.303793,-119.375646,0,Offer B,33.49,8,Yes,Yes,0,0,1808.46,7181.56
0407-BDJKB,59,San Francisco,94114,37.758085,-122.434801,1,None,35.22,16,No,Yes,0,0,2113.2,7856.1
0409-WTMPL,35,Whittier,90602,33.972119,-118.020188,8,Offer B,37.95,18,Yes,Yes,0,0,2201.1,8727.75
0410-IPFTY,64,Long Beach,90822,33.778436,-118.118648,1,Offer C,12.03,9,Yes,Yes,11.37,0,372.93,3035.71
0411-EZJZE,62,Stockton,95215,37.946282,-121.139499,0,None,20.1,29,No,No,0,70,60.3,300.8
0412-UCCNP,20,Essex,92332,34.9436,-115.287901,0,None,12.28,48,No,Yes,0,0,675.4,3851.25
0415-MOSGF,58,Los Gatos,95030,37.222842,-121.988727,0,Offer E,26.53,30,No,Yes,0,0,26.53,70.93
0419-YAAPX,44,Grass Valley,95949,39.099204,-121.137962,1,Offer B,14.21,23,No,Yes,0,0,696.29,4994.24
0420-BWTPW,40,San Diego,92117,32.825086,-117.199424,0,None,,16,No,Yes,0,0,0,215.2
0420-HLGXF,72,Visalia,93291,36.391777,-119.372842,0,None,10.03,13,No,Yes,0,0,391.17,4427.17
0420-TXVSG,43,San Jose,95112,37.343827,-121.883119,9,Offer A,37.71,15,No,Yes,0,0,2488.86,6917.31
0422-OHQHQ,23,Fresno,93722,36.78979,-119.929894,7,None,34.63,,,,0,0,519.45,815.4
0422-UXFAP,34,San Diego,92117,32.825086,-117.199424,1,Offer B,47.72,23,Yes,No,0,130,2433.72,7511.27
0423-UDIJQ,74,Snelling,95369,37.521708,-120.426843,0,None,7.11,12,No,Yes,0,0,63.99,511.89
0426-TIRNE,54,Encino,91316,34.150354,-118.518292,0,Offer E,15.51,,,,0,0,15.51,36.41
0428-AXXLJ,29,Bellflower,90706,33.887676,-118.127289,0,Offer C,3.58,,,,0,0,89.5,605.8
0428-IKYCP,56,Sonora,95370,37.982716,-120.343732,9,None,48.68,18,No,Yes,0,0,1070.96,2921.61
0430-IHCDJ,40,Highland,92346,34.129677,-117.154277,0,None,11.75,28,No,Yes,0,0,176.25,925.5
0431-APWVY,37,Novato,94949,38.067204,-122.524004,1,None,18.31,13,Yes,Yes,0,0,512.68,3111.63
0432-CAJZV,47,Temecula,92592,33.507255,-117.029473,0,None,5.39,10,Yes,Yes,0,0,16.17,253.82
0434-CSFON,34,Los Angeles,90071,34.052917,-118.255178,3,Offer B,38.15,14,Yes,Yes,0,0,1793.05,6500.15
0436-TWFFZ,21,Long Beach,90805,33.864622,-118.179626,0,Offer A,8.71,41,Yes,Yes,1.31,0,583.57,6296.46
0439-IFYUN,78,Escondido,92027,33.141265,-116.967221,0,Offer D,21.09,18,No,No,0,20,379.62,1694.22
0440-EKDCF,47,Herlong,96113,40.198234,-120.18089,1,Offer B,33.7,15,No,Yes,0,0,2089.4,5842.6
0440-MOGPM,51,Petaluma,94954,38.235021,-122.557332,0,None,6.16,12,Yes,Yes,0,0,252.56,3516.46
0440-QEXBZ,64,Mojave,93501,35.097323,-118.171288,0,Offer B,18.42,22,No,Yes,0,0,810.48,2949.58
0440-UEDAI,59,Callahan,96014,41.388397,-122.794636,0,None,33.88,6,Yes,Yes,0,0,1795.64,6838.39
0442-TDYUO,44,Bodega,94922,38.343282,-122.9755,4,None,33.06,,,,0,0,1586.88,2622.88
0442-ZXKVS,79,Denair,95316,37.524721,-120.757977,2,Offer B,43.71,12,No,Yes,0,0,2360.34,8791.39
0447-BEMNG,28,Wrightwood,92397,34.358321,-117.618263,3,None,,58,Yes,No,0,140,0,2285
0447-RXSGD,39,Monterey,93940,36.362741,-121.869685,0,Offer C,25.68,6,Yes,Yes,0,0,616.32,3021.17
0454-OKRCT,32,Palo Alto,94301,37.444314,-122.149996,0,Offer C,34.85,27,No,Yes,0,0,1150.05,3801.15
0455-ENTCR,58,Jamestown,95327,37.84771,-120.486589,1,None,42.85,21,Yes,Yes,0,0,2828.1,8366.45
0455-XFASS,61,Campbell,95008,37.279689,-121.954567,3,None,1.67,19,No,Yes,33.8,0,5.01,171.41
0458-HEUZG,58,Alderpoint,95511,40.166028,-123.584144,0,Offer D,,13,No,No,0,100,0,550.4
0459-SPZHJ,19,Garden Grove,92843,33.764018,-117.931507,1,None,13.45,69,Yes,Yes,0,0,847.35,6282.35
0461-CVKMU,45,Oak Run,96069,40.689243,-122.037023,0,None,38.81,28,No,Yes,0,0,892.63,2792.88
0463-TXOAK,26,Madison,95653,38.674276,-121.961866,0,None,23.12,,,,0,0,1202.24,2536.74
0463-WZZKO,23,Van Nuys,91406,34.195685,-118.490752,0,Offer E,16.39,,,,0,0,49.17,116.27
0463-ZSDNT,23,Escondido,92026,33.21846,-117.116916,0,None,30.3,73,Yes,No,0,30,303,836.25
0464-WJTKO,39,Cedarville,96104,41.505916,-120.152505,10,None,14.17,,,,0,0,1020.24,2481.09
0468-YRPXN,62,Lomita,90717,33.794209,-118.317354,0,Offer C,48.2,19,Yes,Yes,0,0,1397.8,4204.9
0471-ARVMX,70,Kelseyville,95451,38.93496,-122.792243,8,Offer B,22.74,18,Yes,Yes,0,0,1409.88,7722.78
0471-LVHGK,34,Orangevale,95662,38.689174,-121.218435,1,None,15.91,29,Yes,Yes,0,0,652.31,3653.51
0475-RIJEP,47,Pinecrest,95364,38.224869,-119.755729,0,Offer B,49.13,25,No,Yes,0,0,2112.59,5478.44
0479-HMSWA,63,San Clemente,92672,33.429488,-117.609432,0,Offer C,2.48,19,Yes,Yes,0,0,64.48,2779.78
0480-BIXDE,58,Beale Afb,95903,39.125311,-121.392283,9,Offer D,10.68,23,Yes,Yes,0,0,202.92,1945.97
0480-KYJVA,42,Sacramento,95835,38.685069,-121.543709,8,None,47.6,,,,49.76,0,3427.2,5161.94
0481-SUMCB,74,Greenville,95947,40.160386,-120.835428,0,Offer B,34.12,15,No,Yes,0,0,1535.4,6270.75
0484-FFVBJ,43,Fort Bragg,95437,39.455555,-123.683979,0,None,15.52,12,Yes,Yes,0,0,496.64,2507.59
0484-JPBRU,23,Petaluma,94954,38.235021,-122.557332,0,None,41.21,,,,0,0,1689.61,2686.06
0485-ZBSLN,52,Mecca,92254,33.543835,-115.993906,4,None,36.5,,,,0,0,2372.5,4087.6
0486-HECZI,37,Torrance,90504,33.867257,-118.330794,0,None,49.06,27,No,Yes,0,0,2698.3,7937.2
0486-LGCCH,48,Victorville,92394,34.567058,-117.362329,2,Offer D,40.76,,,,0,0,448.36,674.11
0487-CRLZF,58,Poway,92064,32.984395,-117.013454,0,Offer B,7.51,13,Yes,Yes,0,0,367.99,4089.89
0487-RPVUM,49,Mount Hermon,95041,37.051166,-122.056194,1,None,15.15,28,No,Yes,0,0,924.15,6867.8
0487-VVUVK,49,Santa Barbara,93109,34.406256,-119.726936,5,None,19.09,,,,0,0,477.25,954.85
0488-GSLFR,41,Taylorsville,95983,40.053684,-120.743116,0,None,8.31,27,No,Yes,0,0,8.31,77.81
0489-WMEMG,61,Korbel,95550,40.7666,-123.80458,0,Offer D,25.85,53,No,Yes,0,0,594.55,1713.9
0491-KAPQG,28,Pine Valley,91962,32.800671,-116.483363,0,Offer D,28.54,42,Yes,Yes,0,0,599.34,2158.04
0495-RVCBF,39,Santa Rosa,95401,38.460517,-122.790335,0,None,33.88,26,Yes,Yes,0,0,33.88,113.58
0495-ZBNGW,78,Loma Mar,94021,37.266388,-122.26308,1,None,6.66,14,No,No,0,20,33.3,397.25
0496-AHOOK,61,Bangor,95914,39.396585,-121.38029,10,Offer C,32.86,30,Yes,Yes,0,0,788.64,2501.54
0504-HHAPI,72,Guinda,95637,38.830739,-122.196202,0,None,16.94,11,No,Yes,0,0,457.38,2925.13
0505-SPOOW,41,Riverside,92508,33.885499,-117.324959,7,Offer A,11.71,,,,0,0,819.7,2217.35
0506-LVNGN,78,Rancho Cordova,95742,38.591134,-121.161585,0,None,42.33,9,No,Yes,0,0,211.65,561.3
0506-YLVKJ,54,Sultana,93666,36.545353,-119.338535,1,None,45.92,,,,0,0,2112.32,3029.77
0508-OOLTO,33,Fort Irwin,92310,35.349241,-116.770281,5,None,29.03,10,No,Yes,0,0,58.06,193.81
0508-SQWPL,32,La Mesa,91941,32.759327,-116.99726,9,Offer B,26.67,,,,0,0,1520.19,2607.89
0511-JTEOY,41,Canyon Dam,95923,40.171312,-121.120605,0,Offer E,10.19,9,No,Yes,0,0,10.19,81.29
0512-FLFDW,74,Palomar Mountain,92060,33.309852,-116.823091,3,None,27.68,26,No,Yes,0,0,1660.8,7689.8
0513-RBGPE,57,Rancho Santa Fe,92091,32.99356,-117.207121,6,None,4.5,9,No,Yes,16.97,0,166.5,2428.28
0515-YPMCW,42,San Jose,95116,37.350284,-121.852855,0,None,42.87,8,No,No,0,10,42.87,123.32
0516-OOHAR,39,Topanga,90290,34.115192,-118.61017,8,None,7.73,13,Yes,Yes,0,0,216.44,3015.44
0516-QREYC,78,Capay,95607,38.681651,-122.130569,0,None,18.39,,,,0,0,441.36,901.31
0516-UXRMT,27,Oxnard,93033,34.156629,-119.117218,0,None,23.88,47,No,Yes,14.21,0,1480.56,7222.15
0516-VRYBW,39,Stanton,90680,33.801869,-117.995068,0,Offer D,8.95,,,,0,0,161.1,551.95
0516-WJVXC,21,Sacramento,95818,38.556306,-121.495817,0,None,3.61,69,No,Yes,0,0,18.05,326.3
0519-DRGTI,58,Stockton,95219,38.029729,-121.387999,9,None,42.46,,,,0,0,849.2,1291.8
0519-XUZJU,56,Felton,95018,37.089111,-122.062213,0,None,26,8,No,Yes,0,0,26,96.75
0520-FDVVT,26,Lewiston,96052,40.704293,-122.803899,0,None,39.84,48,Yes,Yes,0,0,1394.4,5020.5
0523-VNGTF,78,Sun Valley,91352,34.231053,-118.338307,0,None,,23,No,Yes,0,0,0,2566.3
0524-IAVZO,25,Anza,92539,33.527605,-116.666551,1,Offer C,4.82,41,Yes,Yes,0,0,144.6,2768.85
0526-SXDJP,36,Bell,90201,33.970343,-118.171368,7,Offer A,,17,No,Yes,0,0,0,2962
0529-ONKER,70,Forest Ranch,95942,40.077028,-121.494168,0,Offer D,46.38,19,No,Yes,0,0,695.7,1842.35
0530-IJVDB,36,Jamul,91935,32.695681,-116.798386,0,Offer A,26.67,17,Yes,Yes,0,0,1866.9,9749.4
0531-XBKMM,37,Azusa,91702,34.174493,-117.87068,0,None,32.12,17,No,Yes,0,0,2119.92,6498.82
0531-ZZJWQ,68,Fallbrook,92028,33.362575,-117.299644,6,None,42.9,27,No,Yes,0,0,2359.5,6411.9
0533-BNWKF,66,San Diego,92122,32.85723,-117.209774,2,Offer B,42.82,27,No,No,0,90,2355.1,7319.8
0533-UCAAU,72,Montgomery Creek,96065,40.877552,-121.885884,2,None,48.16,10,No,Yes,0,0,2745.12,6885.22
0536-ACXIP,34,Lodi,95242,38.128087,-121.4078,9,None,44.2,2,Yes,Yes,0,0,3182.4,11347.5
0536-BGFMZ,27,Leggett,95585,39.873371,-123.741474,3,None,42.33,,,,0,0,1185.24,1748.29
0536-ESJEP,48,Rough And Ready,95975,39.225634,-121.156163,8,None,14.18,25,Yes,Yes,0,0,765.72,4957.17
0537-QYZZN,66,Petaluma,94952,38.237018,-122.77872,6,Offer C,4.06,28,No,Yes,0,0,97.44,1955.19
0541-FITGH,59,Hornitos,95325,37.479926,-120.230424,6,Offer E,48.39,24,Yes,Yes,0,0,96.78,209.88
0547-HURJB,19,Dixon,95620,38.392821,-121.799917,0,Offer D,19.38,,,,0,0,232.56,468.36
0549-CYCQN,69,Flournoy,96029,39.84784,-122.544556,0,None,24.92,11,No,Yes,16.73,0,1270.92,5228.89
0550-DCXLH,64,Thermal,92274,33.53604,-116.119222,0,None,40.99,21,Yes,Yes,49.02,0,532.87,1415.4
0556-FJEGU,26,Lafayette,94549,37.907777,-122.127161,0,Offer B,47.47,69,No,Yes,0,0,2753.26,6802.21
0557-ASKVU,43,Beverly Hills,90210,34.099891,-118.414338,2,Offer D,44.97,7,No,Yes,0,0,809.46,1766.56
0559-CKHUS,44,Pleasanton,94588,37.685052,-121.912061,6,Offer C,49.96,,,,0,0,1448.84,1970.64
0562-FGDCR,61,Whitmore,96096,40.637105,-121.906949,9,None,21.84,30,No,Yes,0,0,1572.48,7003.13
0562-HKHML,39,Alameda,94502,37.724817,-122.224363,9,Offer A,18.99,,,,0,0,1348.29,2974.69
0562-KBDVM,62,Herald,95638,38.313447,-121.123886,0,Offer A,,11,No,Yes,0,0,0,3058.15
0564-JJHGS,45,Guerneville,95446,38.52576,-123.013347,0,None,19.22,10,Yes,Yes,0,0,172.98,1002.08
0564-MUUQK,28,Imperial Beach,91932,32.579134,-117.119009,5,None,38.71,48,Yes,Yes,0,0,774.2,2690.4
0565-IYCGT,51,San Diego,92117,32.825086,-117.199424,0,Offer A,29.38,9,Yes,Yes,0,0,2027.22,7383.67
0565-JUPYD,26,Benicia,94510,38.113533,-122.11926,0,None,21.45,85,No,Yes,0,0,1351.35,7942.15
0567-GGCAC,38,Biola,93606,36.798882,-120.019511,0,None,15.84,14,No,Yes,0,0,110.88,549.78
0567-XRHCU,19,Los Angeles,90049,34.091829,-118.491244,7,None,,59,Yes,Yes,0,0,0,2960.1
0568-ONFPC,34,San Francisco,94112,37.720498,-122.443119,1,Offer E,40.05,,,,0,0,200.25,335.25
0570-BFQHT,38,Anderson,96007,40.448632,-122.306657,0,None,32.57,13,No,Yes,2.28,0,293.13,944.75
0572-ZJKLT,32,Chester,96020,40.243494,-121.154733,10,Offer B,49.26,18,Yes,Yes,9.35,0,2265.96,6886.81
0575-CUQOV,76,Hilmar,95324,37.394536,-120.890747,10,Offer B,17.05,21,No,Yes,0,0,1023,6890
0576-WNXXC,70,Parlier,93648,36.622237,-119.521126,1,None,39.49,7,Yes,Yes,0,0,1066.23,3576.43
0577-WHMEV,19,San Jose,95133,37.371862,-121.860349,2,Offer D,27.83,52,Yes,Yes,0,0,445.28,1820.18
0578-SKVMF,23,Seeley,92273,32.790282,-115.689559,4,None,4.01,53,Yes,Yes,0,0,88.22,1934.12
0580-PIQHM,21,Riverside,92503,33.890046,-117.455583,7,Offer B,14.73,82,Yes,Yes,0,0,603.93,4534.48
0581-BXBUB,76,Penn Valley,95946,39.203817,-121.19584,0,None,35.67,8,No,Yes,0,0,142.68,460.43
0581-MDMPW,63,San Jose,95148,37.339533,-121.777179,0,Offer C,44.09,9,No,Yes,0,0,1058.16,3130.91
0582-AVCLN,43,Bakersfield,93304,35.339796,-119.023552,0,None,43.19,,,,0,0,1641.22,2384.27
0584-BJQGZ,19,Taylorsville,95983,40.053684,-120.743116,0,None,28.05,85,No,Yes,0,0,701.25,2539.15
0585-EGDDA,41,Etna,96027,41.405193,-123.008567,8,Offer B,39.22,27,No,Yes,41.74,0,1568.8,4695.81
0587-DMGBH,48,Willows,95988,39.493991,-122.286363,0,None,37.79,25,No,No,13.01,10,302.32,664.86
0594-UFTUL,35,Mather,95655,38.549822,-121.266725,1,Offer D,40.2,,,,0,0,522.6,774.6
0595-ITUDF,21,Fairfax,94930,37.971751,-122.611873,0,None,34.58,27,No,Yes,0,0,2213.12,8173.62
0596-BQCEQ,32,Hydesville,95547,40.557314,-124.081662,1,None,48.58,13,Yes,Yes,0,0,3011.96,9295.26
0599-XNYDO,51,Graton,95444,38.434362,-122.86891,0,None,43.49,28,No,Yes,0,0,869.8,2410.15
0601-WZHJF,53,Shafter,93263,35.490705,-119.286833,1,Offer D,,12,Yes,Yes,0,0,0,667.7
0602-DDUML,21,Fallbrook,92028,33.362575,-117.299644,0,None,36.14,48,Yes,Yes,0,0,2059.98,5954.38
0603-OLQDC,41,Whittier,90601,34.007353,-118.033683,0,Offer D,27.07,29,Yes,Yes,0,0,324.84,1162.34
0603-TPMIB,40,San Simeon,93452,35.746484,-121.223355,0,Offer B,42.37,,,,0,0,2499.83,4033.88
0604-THJFP,40,Castro Valley,94552,37.722727,-122.02157,4,Offer B,8.28,22,Yes,Yes,0,0,488.52,5030.87
0607-DAAHE,62,Olivehurst,95961,39.082568,-121.55325,0,Offer B,26.21,,,,0,0,1389.13,2441.48
0607-MVMGC,33,Ranchita,92066,33.215251,-116.53633,3,None,39.82,13,Yes,Yes,0,0,1791.9,5392.55
0608-JDVEC,55,Dunlap,93621,36.789213,-119.140338,5,Offer B,1.87,,,,0,0,93.5,1106.7
0611-DFXKO,35,Comptche,95427,39.239818,-123.565432,1,Offer D,18.05,5,Yes,Yes,0,0,361,2181.45
0612-RTZZA,77,Vista,92084,33.22784,-117.200024,0,Offer E,,15,No,Yes,0,0,0,25.25
0613-WUXUM,38,Soquel,95073,37.023669,-121.946461,1,None,38.63,,,,0,0,2704.1,4105.5
0616-ATFGB,74,Shasta Lake,96019,40.692523,-122.369876,1,Offer E,,18,No,Yes,0,0,0,25.05
0617-AQNWT,61,North Hills,91343,34.238802,-118.482296,5,None,,27,Yes,Yes,0,0,0,3147.5
0617-FHSGK,62,Rancho Cordova,95670,38.602723,-121.279913,0,None,19.08,24,No,No,0,20,934.92,4633.22
0618-XWMSS,60,Wasco,93280,35.652242,-119.4464,0,Offer C,44.28,5,No,Yes,0,0,1239.84,3308.39
0619-OLYUR,32,Garden Grove,92840,33.787165,-117.931889,1,None,47.83,27,Yes,Yes,0,0,3443.76,11514.81
0620-DLSLK,47,Pasadena,91103,34.167465,-118.165327,0,None,34.18,19,No,Yes,0,0,444.34,1473.24
0620-XEFWH,41,Oak Run,96069,40.689243,-122.037023,1,Offer E,39.04,,,,0,0,156.16,240.36
0621-CXBKL,62,Copperopolis,95228,37.943954,-120.67108,0,Offer B,10.32,,,,0,0,546.96,1552.66
0621-HJWXJ,54,Irvine,92618,33.667145,-117.732135,1,Offer B,21.15,24,No,Yes,0,0,1332.45,6361.5
0621-JFHOL,41,North Hollywood,91602,34.15136,-118.364786,0,Offer D,,29,No,Yes,0,0,0,299.05
0621-TSSMU,29,Maywood,90270,33.988572,-118.186565,0,None,48.87,,,,0,0,2736.72,3863.47
0621-TWIEM,28,Newhall,91321,34.370378,-118.504118,0,Offer D,34.44,69,Yes,Yes,0,0,344.4,747
0623-EJQEG,50,Murphys,95247,38.147852,-120.440124,0,Offer B,2.72,16,Yes,No,0,30,176.8,6276.05
0623-GDISB,63,San Clemente,92673,33.4725,-117.584273,0,None,16.42,21,No,Yes,0,0,16.42,64.87
0623-IIHUG,77,San Diego,92122,32.85723,-117.209774,0,None,,8,No,Yes,0,0,0,840.1
0625-AFOHS,40,Ferndale,95536,40.4785,-124.301372,5,Offer C,34.44,,,,0,0,998.76,1557.56
0626-QXNGV,55,Arcata,95521,40.839958,-124.003757,7,None,37.98,,,,0,0,2734.56,4511.01
0628-CNQRM,49,Temecula,92592,33.507255,-117.029473,1,None,19.8,17,No,Yes,0,0,435.6,1979.65
0634-SZPQA,64,San Anselmo,94960,37.99272,-122.575026,0,None,3.55,4,No,Yes,27.38,0,81.65,2224.07
0635-WKOLD,33,Ceres,95307,37.553469,-120.952825,0,Offer B,23.74,22,No,Yes,0,0,949.6,3871.35
0637-KVDLV,30,Elk Grove,95758,38.35363,-121.44195,0,Offer E,17.22,30,No,Yes,0,0,34.44,196.89
0637-UBJRP,40,Wilton,95693,38.392559,-121.225093,5,Offer D,29.92,21,Yes,Yes,23.97,0,388.96,1460.29
0637-YLETY,39,Douglas City,96024,40.586588,-122.903677,0,Offer D,18.99,30,Yes,Yes,0,0,303.84,1859.49
0639-TSIQW,28,White Water,92282,33.972293,-116.654195,0,Offer A,37.5,30,No,Yes,0,0,2512.5,9398.75
0640-YJTPY,19,Smartville,95977,39.176595,-121.291692,3,Offer A,5.7,,,,0,0,410.4,1904.15
0641-EVBOJ,61,Coarsegold,93614,37.212191,-119.749323,0,None,44.97,16,No,No,0,20,134.91,369.31
0643-OKLRP,73,Azusa,91702,34.174493,-117.87068,1,None,38.31,7,No,No,0,90,1800.57,5716.42
0644-OQMDK,69,Merced,95348,37.40122,-120.514191,0,Offer E,6.18,12,No,Yes,0,0,24.72,318.57
0650-BWOZN,71,Aguanga,92536,33.482243,-116.827173,0,None,7.51,24,No,Yes,0,0,135.18,1494.63
0654-HMSHN,45,Mojave,93501,35.097323,-118.171288,1,Offer D,42.65,3,Yes,Yes,0,0,895.65,3053.6
0654-PQKDW,58,Pescadero,94060,37.22565,-122.297533,5,None,42.05,20,No,Yes,0,0,2607.1,6870.55
0655-RBDUG,32,Alviso,95002,37.449537,-121.994813,0,Offer E,9.25,29,Yes,Yes,0,0,64.75,777.75
0655-YDGFJ,34,Palm Springs,92264,33.745746,-116.514215,0,Offer C,10.06,25,No,Yes,0,0,291.74,1615.44
0657-DOGUM,35,Rancho Cucamonga,91739,34.133809,-117.523724,1,Offer B,44.72,13,No,No,0,100,2146.56,5231.81
0661-KBKPA,43,Seaside,93955,36.625114,-121.823565,7,None,31.86,56,Yes,Yes,0,0,1688.58,5631.03
0661-KQHNK,38,Round Mountain,96084,40.923558,-122.059933,0,None,30.01,,,,0,0,180.06,285.56
0661-WCQNQ,56,Orleans,95556,41.269521,-123.546958,8,Offer D,7.68,7,No,No,0,100,168.96,1561.16
0661-XEYAN,76,Nevada City,95959,39.333737,-120.858667,0,None,,26,No,No,0,20,0,45.8
0665-XHDJU,21,Monte Rio,95462,38.471049,-123.015549,7,None,34.95,48,Yes,Yes,0,0,2516.4,9802.1
0666-UXTJO,80,Morongo Valley,92256,34.097863,-116.594561,4,Offer C,29.66,29,No,Yes,0,0,1008.44,3882.89
0667-NSRGI,45,Lodi,95240,38.123544,-121.159078,3,None,17.03,15,Yes,Yes,0,0,817.44,4253.04
0668-OGMHD,20,Santa Rosa,95405,38.439696,-122.668817,8,Offer D,,59,No,Yes,0,0,0,629.35
0670-ANMUU,47,Chino Hills,91709,33.942895,-117.725644,0,None,16.57,5,Yes,Yes,0,0,1176.47,7864.32
